page	display_pg	col	y_top	height	y_bot	el_idx	kind	frag	n_lines	text	rendered_text
5	1	0	510.34	57.2	453.14	0	sefer_title	full	1	מחיית עמלק - תיקון ל'וקוץ ודרדר תצמיח לך'	מחיית עמלק - תיקון ל'וקוץ ודרדר תצמיח לך'
5	1	0	353.66	44.0	309.66	1	anaf	full	1	ענף א' קליפת עמלק בחטא עץ הדעת	ענף א' קליפת עמלק בחטא עץ הדעת
5	1	1	302.16	35.58	266.58	2	subhead	whole	1	עמלק גרם חטא הראשון של עץ הדעת	עמלק גרם חטא הראשון של עץ הדעת
5	1	1	263.63	196.56	67.07	3	dc1	whole	12	הנה	הנה עמלק הוא בחי' ראשית הקיקול והקליפה כמו שנאמר ״ראשית גוים עמלק״, ובוודאי הוא בחי' הנחש שגרם חטא הראשון של חטא עץ הדעת שהוא שורש כל החטאים שבא מכח הקילקול של חטא עץ הדעת, וכן מרומז בהא שדרשו חז״ל שהמקור להמן שהי' נכדו והמשך של עמלק מרומז החטא עץ הדעת שנא' ״המן״ העץ, ומבואר שעמלק הוא שגרם חטא עץ הדעת.
5	1	2	302.29	19.33	282.96	4	subhead	whole	1	ביאור קללת קוץ ודרדר תצמיח לך	ביאור קללת קוץ ודרדר תצמיח לך
5	1	2	280.01	212.94	67.07	5	dc1	whole	13	וא'	וא' מהקללות שנגרם על ידי חטא עץ הדעת הוא מה שנא' ״קוץ ודרדר תצמיח לך״, וביארו בספה״ק עומק קללה זו דיש ד' רבתי בתיבת אחד בהפס' של שמע ישרא' ה' אלקינו ה' אחד וזה לעומת זה יש ר' רבתי בתיבת אחר של הפס' לא תשתחוה לאל אחר, כדי שתהא ברור ולא תהא מקום לטעות בין ה' אחד לאל אחר. ועל ידי חטא עץ הדעת הי' קילקול ונתערב טוב ברע וע״י זה יש מקום לטעות בין הד' של ה' אחד לר' של אל אחר, והוא בחי' הקללה של קוץ ודרדר תצמיח לך כי החילוק של ד' ור' בין
6	2	1	530.0	65.52	464.48	5	body	whole	4	בצורת האות ובין בהגימטריא הוא קו״ץ	בצורת האות ובין בהגימטריא הוא קו״ץ (ר - קו״ץ = ד׳, 200 - 196 = 4), וזהו מרומז בקוץ ודרדר תצמיח לך שהתערב ונפגם הד' עם הר' ע״י נטילת הקוץ.
6	2	1	453.93	35.58	418.35	6	subhead	whole	1	תוספות ביאור החילוק בין ד' לר' שורות ישרות או עקומות	תוספות ביאור החילוק בין ד' לר' שורות ישרות או עקומות
6	2	1	415.41	278.46	136.95	7	dc1	whole	17	ויש	ויש להוסיף עוד ביאור כי השי״ת הוא בחי' ישר כמו שנא' להגיד כי ישר ה', וכן כתי' טוב וישר ה', 'וכן התורה הק' נקרא ישר כמו שנא' פיקודי ה' ישרים, משא״כ הרע והקליפה הוא להיפוך עקום ועקלתון, והפגם של דרדר הוא שנפגם ד' הישר של ה' אחד לר' עקומה של אל אחר, וי״ל שהתיקון של הר' שנתהוה ע״י חטא עץ הדעת הוא לסדר האותיות. להפך מהמילוי של אות ריש לישר כי החילוק בין צורת אות ר' לצורת אות ד' שהאות ריש הוא שורות עקומות משא״כ האות ד' הוא שורות ישרות כי הד' שמרמז על השי״ת הוא בחי' ישר משא״כ הר' שמרומז על הרע הוא עקומה וע״י שנעשה מריש ישר נעשה תיקון של ד' שהוא שורות ישרות.
6	2	1	126.4	19.33	107.07	8	subhead	whole	1	מלחמת עמלק על ישראל	מלחמת עמלק על ישראל
6	2	1	104.12	49.14	54.98	9	dc1	head	3	ולכן	ולכן ישרא' שהם מאמינים בה' אחד נקראים גוי אחד הבחי' של הד' רבתי של ה' אחד, וכמו דאמרינן בתפילה
6	2	2	530.0	163.8	366.2	9	body	tail	10	ואל יאבד גוי אחד, המיחדים שמך	ואל יאבד גוי אחד, המיחדים שמך ה' אלקנו ה' אחד, ונקראים ישרים, ישראל מל' ישר-אל, וכמו שנא' תומת ישרים תנחם וכלל״י הם הבחי' של והאלקים עשה את האדם ישר משא״כ עמלק הוא בחי' ר' רבתי של אל אחר המתנגד לה' אחד ולכן עמל״ק בגי' א״ל אח״ר וכן ״עמלק״ הוא אותיות ״מעקל״ שהוא בחי' נחש עקלתון, ולכן עמלק מתנגד נגד ישרא' לבטל בחי' ה' אחד.
6	2	2	355.72	19.33	336.39	10	subhead	whole	1	ביאור קללת על גחונך תלך	ביאור קללת על גחונך תלך
6	2	2	333.44	81.9	251.54	11	dc1	whole	5	ולפי	ולפי זה יבואר היטב מה שנענש הנחש שהוא בחי' עמלק שיהיו "על גחונך תלך״ שהרי עי״ז כל גופו נעשה עקומה לבחי' של נחש עקלתון צורה של ר' שאינה שורות ישרות.
6	2	2	241.06	19.33	221.73	12	subhead	whole	1	עמלק בחי' הזבוב שעושה מד' ר'	עמלק בחי' הזבוב שעושה מד' ר'
6	2	2	218.78	163.8	54.98	13	dc1	whole	10	ומקור	ומקור לדבר זה שעמלק הוא בחי' חטא עץ הדעת שפגם באות ד' לעשותו ר', מבואר בספר עטרת ישועה (פ' - בשלח), הנה הגמ' סוטה כ' אמר רב יהודה אמר שמוא' משום ר' מאיר כשהייתי למד תורה אצל ר' עקיבא הייתי מטיל קנקנתום לתוך הדיו, ומבאר הגמ' שהיתה מיחש לזבוב דילמא יתיב אתגי' (הקוץ) של דלי״ת ומחוק לי' ומשוי לי' רי״ש ולכן הטיל קנקנתום שלא יוכל
7	3	1	530.0	147.42	382.58	13	body	whole	9	להימחק, ופי' רש״י כגון ("ד'", 'frankrealbold', 13.0) דאחד	להימחק, ופי' רש״י כגון ד' דאחד דהיינו שיעשה מאחד אחר, ומבאר העטרת ישועה שהזבוב מרמז על עמלק כמבואר בבעל הטורים פ' בשלח שזבו״ב ר״ת ו'שים ז'את ז'כרון ב'ספר ועמלק הוא בחי' הזבוב שרוצה למחוק הקוץ של הד' לעשותו ר' בבחי' קוץ ודרדר, ומבואר שעמלק הוא הפוגם בקוץ ודרדר תצמיח לך בחטא עץ הדעת.
7	3	1	365.41	35.58	329.84	14	subhead	whole	1	ספר תורה של ר״מ במדריגה קודם חטא עץ הדעת	ספר תורה של ר״מ במדריגה קודם חטא עץ הדעת
7	3	1	326.89	114.66	212.23	15	dc1	whole	7	וע״ש	וע״ש בעטרת ישועה שהוסיף עוד, דהי' ספר תורה של ר' מאיר, ור' מאיר הי' תלמוד של אחר, ואחר הוא בחי' ר' רבתי של אל אחר, אבל כחו של ר' מאיר הי' שתוכו אכל וקליפתו זרק ותיקון שתורתו יהי' במדריגת ד' רבתי ולעשות מר' ד' כנ״ל עכת״ד ע״ש.
7	3	2	530.0	147.42	382.58	16	dc1	whole	9	ויש	ויש להוסיף דבאמת מצינו עוד דבר מיוחד בתורתו של ר' מאיר שהי' כתי' שם כתנות אור עם א'. תחת ע' של עור וביארו בספה״ק שהי' במדריגה של תיקון קודם חטא עץ הדעת שלא היצטרכו כתנות עור עם ע' וממש נפלא שדוקא בתורתו הקפיד ג״כ שיהי' תיקון לאות ד' שח״ו לא ימחה להיות ר' בדרגת התיקון על הקוץ ודרדר תצמיח לך.
7	3	2	376.03	163.8	212.23	17	dc1	whole	10	ונמצא	ונמצא שספר תורה שלו הי' מיוחד באות א' של אור וגם מיוחד בד' שלא יהי' ר' והוא אותיות אדר ונגד ערד מלך עמלק שהוא בחי' ע' והר' קודם הד' וחודש אדר קיבלו התורה מאהבה בפורים, והי' במדריגה של תורה הק' כתיקונם והוא בחי' מחיית עמלק של אדר ופורים ולכן כתי' ליהודים היתה אורה ודרשו חז״ל אורה זו תורה שהיתה תורה בבחי' אור וכמו שנבאר לקמן ב״ה.
8	4	0	502.0	44.0	458.0	18	anaf	full	1	ענף ב' מלחמת עמלק בקריעת ים סוף לבטל קבלת התורה	ענף ב' מלחמת עמלק בקריעת ים סוף לבטל קבלת התורה
8	4	1	450.63	19.33	431.3	19	subhead	whole	1	האבות במדריגה ישרים	האבות במדריגה ישרים
8	4	1	428.35	262.08	166.27	20	dc1	whole	16	והנה	והנה עמלק גרם לעוות היושר והאמונה בה' אחד וגרם קלקול בכל העולם בבחי' קוץ ודרדר תצמיח לך וכמו שביארנו לעיל, אבל האבות הם היו בבחי' תיקון העולם, וגילוי אמונת ה' בעולם ורק התולדות של האבות בני יעקב אבינו הוצטרכו לילך ולהזדכך בכור הברזל של גלות מצרים ולתקן חטא אדם הראשון עד שיזכו לתעבדון את האלקים על ההר הזה בבחי' פסקה זוהמתן של הנחש בחטא עץ הדעת, ולכן ספר בראשי״ת שהוא בחי' ספר האבות הוא האותיות יש״ר אב״ת שהאבות היו בבחי' ישרים (וספר בראשית נקרא ספר הישר) שהאבות גילוי בחי' ה' אחד בחי' ישר מריש כמבואר לעיל.
8	4	1	148.45	35.58	112.87	21	subhead	whole	1	מעלת יציאת מצרים וקריעת ים סוף לגלות ד' רבתי של ה' אחד	מעלת יציאת מצרים וקריעת ים סוף לגלות ד' רבתי של ה' אחד
8	4	1	109.93	49.14	60.79	22	dc1	head	3	אבל	אבל זה הי' רק מדריגת האבות אבל כלל ישרא' הלכו במצרים להזדכך עד שיגיעו למתן תורה ולכן בהתחלת
8	4	2	450.63	147.42	303.21	22	body	tail	9	גלות מצרים כתי' ויקצו מפני בני	גלות מצרים כתי' ויקצו מפני בני ישרא' דהיינו שהמצרים רצו להפסיד בחי' תיקון הקוץ של ה' אחד הקוץ ודרדר תמציח לך ולאחר כל השיעבוד והעשר מכות ויציאת מצרים כתי' ובני ישרא' יוצאים ביד רמה ופי' התרגום בריש גלי וי״ל הפי' שנתגלה האפסיות והשקר של הריש האות ר' רבתי של אל אחר ונשתנה לישר ושורות ישרות של ד' לגילוי ה' אחד.
8	4	2	296.66	131.04	165.62	23	dc1	whole	8	וביותר	וביותר נתגלה דבר זה בשעת קריעת ים סוף שהרי אז כבר נאמר ויאמינו בה' ובמשה עבדו, שזכו להאמין ולגלות הד' רבתי של ה' אחד ולכן הסוף של שירת הים שהוא בחי' התכלית הוא אות ד' של ה' ימלוך לעולם ועד שנתגלה בחי' ד' רבתי של ה' אחד ונתגלה מלכות ה' בכל העולם.
8	4	2	159.07	98.28	60.79	24	dc1	whole	6	וכן	וכן יש נוהגין בתפילת שחרית לאחר שירת הים לומר ובתורתך כתוב לאמר שמע ישרא' ה' אלקנו ה' אחד כי בשעת קריעת ים סוף נתגלה הד' רבתי כנ״ל, וגם אומרים הפס' של והיה ה' למלך וגו', ה' אחד ושמו אחד ועוד י״ל שלכן
9	5	1	530.0	114.66	415.34	24	body	whole	7	מתחיל השירה באז ישיר, ישי״ר הוא	מתחיל השירה באז ישיר, ישי״ר הוא בחי' ישר שנעשה מריש יש״ר שיהי' שורות שוות כמו ד' וכן א״ז בגי' ב' פעמים ״ד' בחי' דרדר, וביותר מרומז בהא די״ם סו״ף בגי' קו״ץ, וקריעת ים סוף היינו שנקרע מספר י״ם סו״ף קו״ץ מר' שהוא מספר ד' שנתגלה הד' של ה' אחד.
9	5	1	391.97	35.58	356.39	25	subhead	whole	1	עמלק בא לבטל גילוי ה' אחד של קריעת ים סוף	עמלק בא לבטל גילוי ה' אחד של קריעת ים סוף
9	5	1	353.44	114.66	238.78	26	dc1	whole	7	ולפי	ולפי המבואר לעיל מובן למה דוקא כאן בא עמלק להילחם עם ישרא' כי עמל״ק שהוא בגי' א״ל אח״ר בחי' ר' רבתי אינו יכול לסבול הגילוי של הישרות של ה' אחד שנתגלה בקריעת י״ם סו״ף שהוא בחי' הקו״ץ של הד' כמו שנתבאר לעיל.
9	5	1	219.35	65.52	153.83	27	dc1	whole	4	ובזה	ובזה ימתק מה שנא' בעמלק מלחמה לה' בעמלק מדרד״ר שהם אותיות דרדר לתקן מה שהחליש וקרר הגילוי של ה' אחד.
9	5	1	134.39	65.52	68.87	28	dc1	whole	4	ועוד	ועוד יובן מה שאיתא במדרש שעמלק בא מהלך של ת' פרסה וי״ל שמרומז בת' שהוא בגי' קו״ץ ד״ר שבא להילחם בתיקון הקו״ץ של ה' אחד.
9	5	2	530.0	35.58	494.42	29	subhead	whole	1	מלחמת עמלק פגם בקבלת התורה של נעשה ונשמע	מלחמת עמלק פגם בקבלת התורה של נעשה ונשמע
9	5	2	491.47	294.84	196.63	30	dc1	whole	18	וביותר	וביותר עומק י״ל כי ע״י הגילוי של קריעת ים סוף זכו לקבלת התורה בשלימות ולמדריגת נעשה ונשמע, כי התורה הוא בחי' של פיקודי ה' ישרים משמחי לב, וכן כתי' ישרים דרכי ה' צדיקים ילכו בם וע״י התיקון של ישר ותיקון של ה' אחד של קריעת ים סוף זכו לקבלת התורה, וכן מדריגת נעשה ונשמע הוא מדריגת ישרים כמבואר במסכת שבת פ״ח במעשה דהדדוקי שאמר לרבא שכלל ישרא' הם עמא פזיזא שקיבלו נעשה קודם לנשמע וא״ל שאצל כלל ישרא' כתי' תומת ישרים תנחם ע״ש, ואז הי' זמן של תיקון חטא עץ הדעת כי המדריגה של ישרים מחייב קבלת התורה מאהבה ושמחה כי הוא מדריגה של ישרים, משמחי לב ומקבל התורה בשלימות.
9	5	2	190.08	81.9	108.18	31	dc1	whole	5	ועמלק	ועמלק רצה לבטל מדריגת הישר ולכן בא לאחר קריעת ים סוף לבטל מדריגת הישר של כלל ישרא' ולבטל מדריגה נעשה ונשמע שבא מכח מדריגת ישרים.
9	5	2	101.63	32.76	68.87	32	dc1	whole	2	ויש	ויש לומר רמז נפלא שלכן כתי' זכור את אשר עשה לך עמלק בדרך
10	6	1	530.0	49.14	480.86	32	body	whole	3	עש״ה ל״ך בגי' נעש״ה עמל״ק בדר"ך	עש״ה ל״ך בגי' נעש״ה עמל״ק בדר"ך בג' ונשמ״ע. שעמלק בא לבטל מדריגה זו של כלל ישרא' שבא מכח מדת הישר.
10	6	1	470.38	19.33	451.05	33	subhead	whole	1	עמלק גרם חטא העגל	עמלק גרם חטא העגל
10	6	1	448.1	212.94	235.16	34	dc1	whole	13	ואע״פ	ואע״פ שכלל ישרא' קיבלו התורה בנעשה ונשמע מלחמת עמלק גרם שלא יהי' בשלימות וע״י זה נגרם חטא העגל שהוא בחי' א״ל אח״ר שבגימטריא עמל״ק, וכן עמל״ק שבא ביום המ' ליציאת מצרים הוא אותיות עגל מ' כי אות ק' ואות ג' מתחלפין, ולכן כתי' לך רד כי שחת עמך כי על ידי חטא העגל חזרה זוהמת הנחש ונשאר הבילבול של קוץ ודרדר תצמיח לך, וכל זה ע״י מלחמת עמלק בין קריעת ים סוף למתן תורה שהוא מנגד לתיקון של ה' אחד.
10	6	1	224.68	19.33	205.35	35	subhead	whole	1	משה רבינו לא משתייך לחטא העגל	משה רבינו לא משתייך לחטא העגל
10	6	1	202.4	147.42	54.98	36	dc1	head	9	ואע״פ	ואע״פ שלכלל ישרא' הי' פגם של חטא העגל בחי' ר' של אל אחר משה רבינו לא נפגם כלל בחטא העגל כמו שביארו בספה״ק הא דנתגלה טעמו של פרה אדומה רק למשה רבינו שהרי הפרה אדומה הי' משתייך לכפרת חטא העגל ורק משה רבינו שלא הי' בכלל בעולם הזה בשעת החטא ולא הי' משתייך לזה כלל זכה להשיג טעם הפרה
10	6	2	530.0	114.66	415.34	36	body	tail	7	אדומה, ולכן משה רבינו הוא בחי'	אדומה, ולכן משה רבינו הוא בחי' התיקון של ד' רבתי משא״כ כלל ישרא' שנפגמו קצת בחטא העגל ולכן החילוק של הגימטריא בין מש״ה לישרא״ל הוא כמנין קו״ץ (י״ם סו״ף) שמשה רבינו זכה שישאר אצלו אותו גילוי של ה' אחד של קריעת ים סוף ומתן תורה.
10	6	2	403.81	163.8	240.01	37	dc1	whole	10	וגם	וגם כתי' במשה רבינו שקרן עור פניו והוא בחי' כתנות אור עם א' של תיקון חטא עץ הדעת וכלל״י אבדו מדריגה זו בחטא העגל אבל משה זכה שישאר אצלו וכתי' ויתן על פניו מסוה הוא הס״ת של סוס ורוכבו רמה בים שהיא עיקר השירה שנאמרה בתורה בין באנשים בין בנשים, שהסתיר המדריגה של תיקון חטא עץ הדעת שזכו בשעת קריעת ים סוף ומתן תורה.
10	6	2	224.55	35.58	188.97	38	subhead	whole	1	מחיית עמלק ע״י אמן יהא שמי' רבא	מחיית עמלק ע״י אמן יהא שמי' רבא
10	6	2	186.02	131.04	54.98	39	dc1	whole	8	ויש	ויש להוסיף עוד, שהרי אמרו חז״ל אין השם שלם וכסא שלם עד שימחה זרעו של עמלק, ולכן מתפללין בקדיש יהא שמי' רבא שיגדל שמו של הקב״ה במחיית עמלק, ואז יהי' תיקון של ה' אחד ושורות ישרות של ד' ולכן הר״ת של יהא שמי' רבא הוא ישר שבמחיית עמלק יהיו במדריגת ישרים.
11	7	1	530.0	19.33	510.67	40	subhead	whole	1	ערד מלך עמלק	ערד מלך עמלק
11	7	1	507.72	229.32	278.4	41	dc1	whole	14	ובאמת	ובאמת מצינו עוד פעם שבא עמלק להילחם עם ישרא' בתורה בפ' חקת וישמע הכנעני מלך ערד יושב הנגב וגו'. ופירש״י ששמע שמת אהרן, וי״ל שערד יש בו אותיות ר״ד שבא להמשיך קליפת עמלק לבטל הקוץ של ה' אחד לאל אחר וער״ד בגי' מרדכ״י וכמו שנבאר לקמן (ענף ד') שמרדכי הוא בחי' התיקון של הד' נגד קליפת ערד וחודש אדר הוא כנגד ערד כי ע' וא' מתחלפין ויש באדר ג״כ התיקון של ר' ד' כמו שיתבאר לקמן (ענף ה'), וגם כתי' וידר נדר מל' תיקון של ד' ר'.
11	7	2	530.0	19.33	510.67	42	subhead	whole	1	נחש הנחושת	נחש הנחושת
11	7	2	507.72	229.32	278.4	43	dc1	whole	14	ומיד	ומיד לאחר שבא ערד מלך עמלק כתי' וידבר העם באלקים ובמשה והתלוננו על המן ובא נחשים ושרפים, ולפי הנ״ל י״ל שערד מלך עמלק עשה פגם במדריגה של קבלת התורה שהרי לא ניתנה תורה אלא לאוכלי המן, וכמו שביארנו לעיל שעמלק מבטל הקבלת התורה בדרגה של ישרים ולכן בא עונש של נחש שהי' בחי' חטא עץ הדעת שגם כן הי' פגם בבחי' ד' הישר, ולכן אמר לו השי״ת למשה עשה לך שרף, ושים אותו על הנס שהוא בח' עץ ישר, לעשות מנחש העקלתון ר' עקומה בחי' ישר של ד'.
12	8	0	502.0	44.0	458.0	44	anaf	full	1	ענף ג' מלחמת עמלק בימי שמוא' ושאול ואגג	ענף ג' מלחמת עמלק בימי שמוא' ושאול ואגג
12	8	1	450.63	245.7	204.93	45	dc1	whole	15	והנה	והנה מלחמת עמלק נמשך בכל הדורות ובזמן שאול המלך היתה עוד התעוררות למחיית עמלק והוא ההפטורה לשבת זכור, ולבסוף כתי' שם ״וישסף שמוא' את אגג לפני ה'״ שהרג שמוא' המלך של עמלק בזמן ההוא, אבל לא כתי' שהרגו סתם רק כתי' וישסף ופירש רש״י וישסף - ״חתכו לארבע״, ואין לתיבה זו דמיון, וצ״ב למה הורגו דוקא במיתה זו שחתכו לד' חלקים, ועוד צ״ב מהו המקור לרש״י שזהו הפי' של וישסף [ובפשטות מביא שם רש״י מהתרגום שהוא ל' בקיעה ורש״י הבין שהבקיעה של אדם הוא ע״י שיחתכו לארבע חלקים].
